name,module,custom,issingle,istable,is_submittable,autoname,naming_rule,title_field,search_fields,sort_field,sort_order,quick_entry,allow_rename,allow_copy,allow_import,allow_guest_to_view,restrict_to_domain,editable_grid,track_changes,read_only,in_create,is_tree,show_name_in_global_search,beta,modified
Delivery Trip,Stock,0,0,0,1,naming_series:,"By ""Naming Series"" field",driver_name,,creation,DESC,0,0,0,0,0,,1,0,0,0,0,0,0,2024-03-27 13:06:50.643296
Department,Setup,0,0,0,0,,,,,creation,ASC,0,1,0,1,0,,0,0,0,0,1,1,0,2024-06-12 16:10:31.451257
Dependent Task,Projects,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,0,0,0,0,0,0,2024-03-27 13:06:51.107280
Depreciation Schedule,Assets,0,0,1,0,,,,,creation,DESC,1,1,0,0,0,,1,0,0,0,0,0,0,2024-03-27 13:06:51.227001
Designation,Setup,0,0,0,0,field:designation_name,By fieldname,,,creation,ASC,1,1,0,1,0,,0,0,0,0,0,1,0,2024-03-27 13:06:51.361961
Desktop Icon,Desk,0,0,0,0,field:label,By fieldname,label,,creation,DESC,1,1,0,1,0,,0,1,1,0,0,0,0,2026-01-27 18:17:48.667070
Desktop Layout,Desk,0,0,0,0,field:user,By fieldname,,,creation,DESC,0,1,0,0,0,,0,0,0,0,0,0,0,2026-01-25 15:30:12.805037
Desktop Settings,Desk,0,1,0,0,,,,,creation,DESC,0,1,0,0,0,,0,0,0,0,0,0,0,2026-01-12 14:14:52.189474
Discounted Invoice,Accounts,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:06:51.610919
Discussion Reply,Website,0,0,0,0,REPLY.####,Expression (old style),,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-23 16:02:18.000815
Discussion Topic,Website,0,0,0,0,TOPIC.####,Expression (old style),title,title,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-23 16:02:18.102531
DocField,Core,0,0,1,0,hash,Random,,,creation,ASC,0,0,0,0,0,,1,0,0,0,0,0,0,2026-01-06 01:37:29.723265
DocPerm,Core,0,0,1,0,hash,,,,creation,ASC,0,0,0,0,0,,1,0,0,0,0,0,0,2025-05-20 16:50:32.679113
DocShare,Core,0,0,0,0,hash,Random,,,creation,DESC,0,0,0,1,0,,0,1,1,1,0,0,0,2024-03-23 16:03:21.134272
DocType,Core,0,0,0,0,Prompt,Set by user,,module,creation,DESC,0,1,0,0,0,,0,1,0,0,0,1,0,2025-09-23 06:48:13.555017
DocType Action,Core,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-23 16:03:21.873210
DocType Layout,Custom,0,0,0,0,prompt,Set by user,,,creation,DESC,0,1,0,0,0,,1,1,0,0,0,0,0,2024-03-23 16:03:22.020755
DocType Layout Field,Custom,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-23 16:03:22.165461
DocType Link,Core,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-23 16:03:22.273487
DocType State,Core,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-23 16:03:22.416470
Document Follow,Email,0,0,0,0,,,,,creation,DESC,0,0,0,0,0,,1,0,1,1,0,0,0,2024-03-23 16:03:22.555030
Document Naming Rule,Core,0,0,0,0,,,document_type,,priority,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2023-11-21 11:58:25.712375
Document Naming Rule Condition,Core,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-23 16:03:22.677527
Document Naming Settings,Core,0,1,0,0,,,,,creation,DESC,0,0,0,0,0,,0,0,0,0,0,0,0,2024-11-15 18:04:40.268244
Document Share Key,Core,0,0,0,0,hash,Expression,,,creation,DESC,0,1,0,0,0,,1,0,1,1,0,0,0,2024-03-23 16:03:22.892995
Domain,Core,0,0,0,0,field:domain,,domain,domain,creation,DESC,1,0,0,0,0,,1,0,0,0,0,0,0,2024-03-23 16:03:22.994251
Domain Settings,Core,0,1,0,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-23 16:03:23.087355
Downtime Entry,Manufacturing,0,0,0,0,naming_series:,,workstation,,creation,DESC,1,0,0,1,0,,1,1,0,0,0,0,0,2024-03-27 13:08:18.393488
Driver,Setup,0,0,0,0,naming_series:,,full_name,full_name,creation,DESC,1,1,0,1,0,,1,1,0,0,0,1,0,2024-03-27 13:08:18.825438
Driving License Category,Setup,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:08:19.062758
Dunning,Accounts,0,0,0,1,naming_series:,"By ""Naming Series"" field",customer_name,,creation,ASC,0,0,0,0,0,,0,1,0,0,0,0,1,2024-11-26 13:46:07.760867
Dunning Letter Text,Accounts,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:08:19.435616
Dunning Type,Accounts,0,0,0,0,,By script,,,creation,DESC,0,1,0,0,0,,1,1,0,0,0,0,1,2024-03-27 13:08:19.584112
Dynamic Link,Core,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-23 16:03:23.469424
Email Account,Email,0,0,0,0,field:email_account_name,By fieldname,,,creation,DESC,0,1,0,0,0,,0,1,0,0,0,0,0,2026-02-04 15:50:27.898578
Email Campaign,CRM,0,0,0,0,format:MAIL-CAMP-{YYYY}-{#####},,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:09:36.177528
Email Digest,Setup,0,0,0,0,Prompt,,,,creation,DESC,0,0,0,0,0,,0,0,0,0,0,0,0,2024-03-27 13:09:36.439936
Email Digest Recipient,Setup,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:09:36.733439
Email Domain,Email,0,0,0,0,field:domain_name,By fieldname,,,creation,DESC,0,0,0,0,0,,0,1,0,0,0,0,0,2024-12-04 23:26:20.993971
Email Flag Queue,Email,0,0,0,0,,,,,creation,DESC,0,0,1,0,0,,0,0,0,1,0,0,0,2024-03-23 16:03:24.005944
Email Group,Email,0,0,0,0,field:title,By fieldname,,,creation,DESC,1,1,0,1,0,,0,1,0,0,0,1,0,2024-09-25 15:24:37.576084
Email Group Member,Email,0,0,0,0,hash,Random,email,,creation,DESC,1,0,0,1,0,,0,1,0,0,0,0,0,2024-03-23 16:03:24.266714
Email Queue,Email,0,0,0,0,hash,Random,,,creation,DESC,0,0,0,0,0,,0,1,0,1,0,0,0,2026-01-06 05:45:35.503215
Email Queue Recipient,Email,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,0,0,0,0,0,0,0,2024-03-23 16:03:24.564197
Email Rule,Email,0,0,0,0,field:email_id,,,,creation,DESC,1,0,1,0,0,,1,0,0,0,0,0,0,2024-03-23 16:03:24.671100
Email Template,Email,0,0,0,0,Prompt,Set by user,,,creation,DESC,0,1,0,1,0,,0,1,0,0,0,0,0,2024-03-23 16:03:24.779791
Email Unsubscribe,Email,0,0,0,0,,,,,creation,DESC,1,0,0,0,0,,0,1,0,0,0,0,0,2024-03-23 16:03:24.894291
Employee,Setup,0,0,0,0,naming_series:,"By ""Naming Series"" field",employee_name,employee_name,creation,DESC,0,1,0,1,0,,1,1,0,0,1,1,0,2025-08-29 11:52:12.819878
Employee Education,Setup,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,0,0,0,0,0,0,2024-03-27 13:09:38.507746
Employee External Work History,Setup,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,0,0,0,0,0,0,2024-03-27 13:09:38.624280
Employee Group,Setup,0,0,0,0,field:employee_group_name,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:09:39.303885
Employee Group Table,Setup,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:09:39.428291
Employee Internal Work History,Setup,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,0,0,0,0,0,0,2024-03-27 13:09:39.822645
Error Log,Core,0,0,0,0,,,method,,creation,DESC,0,0,0,0,0,,0,0,0,1,0,0,0,2025-11-27 18:04:21.399557
Event,Desk,0,0,0,0,EV.#####,Expression (old style),subject,,creation,DESC,0,0,0,1,0,,0,1,1,0,0,0,0,2025-10-07 08:53:24.732646
Event Notifications,Desk,0,0,1,0,,,,,creation,DESC,0,1,0,0,0,,1,0,0,0,0,0,0,2025-10-01 14:26:21.526868
Event Participants,Desk,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2025-10-06 15:03:36.186683
Exchange Rate Revaluation,Accounts,0,0,0,1,ACC-ERR-.YYYY.-.#####,Expression (old style),,,creation,DESC,0,0,0,1,0,,1,1,0,0,0,0,0,2024-03-27 13:09:42.951164
Exchange Rate Revaluation Account,Accounts,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:09:43.128675
File,Core,0,0,0,0,,,file_name,,creation,DESC,0,0,0,1,0,,0,1,0,0,0,0,0,2025-01-15 11:46:42.917146
Finance Book,Accounts,0,0,0,0,field:finance_book_name,,,finance_book_name,creation,DESC,1,0,0,1,0,,1,1,0,0,0,0,0,2024-03-27 13:09:44.514241
Financial Report Row,Accounts,0,0,1,0,,,,,creation,DESC,0,1,0,0,0,,1,0,0,0,0,0,0,2025-10-14 09:23:27.208072
Financial Report Template,Accounts,0,0,0,0,field:template_name,By fieldname,template_name,,creation,DESC,0,1,0,0,0,,0,0,0,0,0,0,0,2025-11-14 00:11:03.508139
Fiscal Year,Accounts,0,0,0,0,field:year,By fieldname,,,name,DESC,0,0,0,1,0,,0,0,0,0,0,1,0,2024-05-27 17:29:55.560840
Fiscal Year Company,Accounts,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:09:44.659251
Form Tour,Desk,0,0,0,0,field:title,By fieldname,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-11-17 13:06:48.120836
Form Tour Step,Desk,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-23 16:03:26.150327
Gender,Contacts,0,0,0,0,field:gender,,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-23 16:03:26.299387
Geolocation Settings,Integrations,0,1,0,0,,,,,creation,DESC,0,0,0,0,0,,0,0,0,0,0,0,0,2024-06-22 09:18:34.306542
GL Entry,Accounts,0,0,0,0,ACC-GLE-.YYYY.-.#####,Expression (old style),,"voucher_no,account,posting_date,against_voucher",creation,DESC,1,0,0,0,0,,0,0,0,1,0,0,0,2025-08-22 12:57:17.750252
Global Defaults,Setup,0,1,0,0,,,,,creation,DESC,0,0,1,0,0,,0,0,1,1,0,0,0,2026-01-12 09:45:59.819161
Global Search DocType,Desk,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-23 16:03:26.489242
Global Search Settings,Desk,0,1,0,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-23 16:03:26.580482
Google Calendar,Integrations,0,0,0,0,field:calendar_name,By fieldname,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2025-01-27 13:06:00
Google Contacts,Integrations,0,0,0,0,format:GC-{email_id},Expression,,,creation,DESC,0,0,0,0,0,,0,1,0,0,0,0,0,2024-03-23 16:03:26.863560
Google Settings,Integrations,0,1,0,0,,,,,creation,ASC,1,0,0,0,0,,0,1,0,0,0,0,0,2024-03-23 16:03:27.101069
Has Domain,Core,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-23 16:03:27.198356
Has Role,Core,0,0,1,0,hash,,,,creation,DESC,0,0,0,0,0,,1,0,0,0,0,0,0,2024-03-23 16:03:27.291168
Help Article,Website,0,0,0,0,,,title,,creation,DESC,0,0,0,1,1,,0,1,0,0,0,0,0,2024-03-23 16:03:27.427297
Help Category,Website,0,0,0,0,,,,,creation,DESC,0,0,0,1,0,,0,1,0,0,0,0,0,2024-03-23 16:03:27.650255
Holiday,Setup,0,0,1,0,,,,,creation,ASC,0,0,0,0,0,,1,0,0,0,0,0,0,2025-08-28 15:15:44.177181
Holiday List,Setup,0,0,0,0,field:holiday_list_name,By fieldname,,,creation,DESC,0,1,0,1,0,,0,0,0,0,0,0,0,2025-08-28 15:17:05.313383
IMAP Folder,Email,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-23 16:03:27.792499
Import Supplier Invoice,Regional,0,0,0,0,,,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:09:50.384173
Incoming Call Handling Schedule,Telephony,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:09:50.824179
Incoming Call Settings,Telephony,0,0,0,0,Prompt,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:09:50.947071
Incoterm,Setup,0,0,0,0,field:code,By fieldname,title,,name,ASC,0,1,0,0,0,,1,0,0,0,0,0,0,2022-11-17 22:35:52.084553
Industry Type,Selling,0,0,0,0,field:industry,By fieldname,,,creation,DESC,1,1,0,1,0,,0,0,0,0,0,0,0,2024-03-27 13:09:51.081515
Installation Note,Selling,0,0,0,1,naming_series:,"By ""Naming Series"" field",customer_name,,creation,DESC,0,0,0,0,0,,0,0,0,0,0,0,0,2024-03-27 13:09:51.216007
Installation Note Item,Selling,0,0,1,0,hash,Random,,,creation,ASC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:09:51.390239
Installed Application,Core,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,0,1,0,0,0,0,0,2025-05-27 12:26:49.523690
Installed Applications,Core,0,1,0,0,,,,,creation,DESC,1,0,0,0,0,,1,0,0,0,0,0,0,2025-06-30 21:26:13.462828
Integration Request,Integrations,0,0,0,0,,,integration_request_service,,creation,DESC,0,0,0,0,0,,1,1,0,1,0,0,0,2025-12-11 18:23:54.669112
Inventory Dimension,Stock,0,0,0,0,field:dimension_name,By fieldname,,,creation,DESC,0,0,0,0,0,,1,0,0,0,0,0,0,2025-07-07 15:51:29.329064
Invoice Discounting,Accounts,0,0,0,1,ACC-INV-DISC-.YYYY.-.#####,,,,creation,DESC,0,0,0,1,0,,1,1,0,0,0,0,0,2024-03-27 13:09:52.746196
Issue,Support,0,0,0,0,naming_series:,"By ""Naming Series"" field",subject,"status,customer,subject,raised_by",creation,DESC,1,1,0,1,0,,0,1,0,0,0,0,0,2025-09-25 11:10:53.556731
Issue Priority,Support,0,0,0,0,Prompt,,,,creation,ASC,1,0,0,0,0,,0,1,0,0,0,0,0,2024-08-16 19:23:40.697426
Issue Type,Support,0,0,0,0,Prompt,,,,creation,DESC,1,1,0,1,0,,1,1,0,0,0,0,0,2024-03-27 13:09:53.242486
Item,Stock,0,0,0,0,field:item_code,By fieldname,item_name,"item_name,description,item_group,customer_code",creation,DESC,1,1,0,1,0,,1,1,0,0,0,1,0,2025-12-15 20:08:35.634046
Item Alternative,Stock,0,0,0,0,,,item_code,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:09:53.809482
Item Attribute,Stock,0,0,0,0,field:attribute_name,By fieldname,,,creation,DESC,0,1,0,1,0,,0,1,0,0,0,0,0,2024-11-26 20:05:29.421714
Item Attribute Value,Stock,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,0,0,0,0,0,0,2024-03-27 13:09:54.109874
Item Barcode,Stock,0,0,1,0,hash,Random,,,creation,DESC,0,0,0,0,0,,0,1,0,0,0,0,0,2025-12-30 12:24:11.749128
Item Customer Detail,Stock,0,0,1,0,hash,,,,creation,DESC,0,0,0,0,0,,1,0,0,0,0,0,0,2024-03-27 13:09:54.332166
Item Default,Stock,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2025-10-21 10:50:46.144721
Item Group,Setup,0,0,0,0,field:item_group_name,By fieldname,,parent_item_group,creation,DESC,0,1,0,1,0,,0,0,0,0,1,1,0,2025-12-02 13:58:30.018021
Item Lead Time,Stock,0,0,0,0,field:item_code,By fieldname,,,creation,DESC,0,1,0,0,0,,0,0,0,0,0,0,0,2025-10-30 11:45:03.602345
Item Manufacturer,Stock,0,0,0,0,,,item_code,,creation,ASC,1,0,0,1,0,,1,1,0,0,0,0,0,2024-03-27 13:09:54.784023
Item Price,Stock,0,0,0,0,hash,Random,item_name,,creation,ASC,1,0,0,1,0,,0,1,0,0,0,0,0,2025-03-19 20:27:21.382369
Item Quality Inspection Parameter,Stock,0,0,1,0,hash,,,,creation,DESC,0,0,0,0,0,,1,0,0,0,0,0,0,2024-03-27 13:09:55.104213
Item Reorder,Stock,0,0,1,0,hash,Random,,,creation,ASC,0,0,0,0,0,,1,0,0,1,0,0,0,2025-12-02 16:02:23.254963
Item Supplier,Stock,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:09:55.339052
Item Tax,Stock,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,0,0,0,0,0,0,2024-03-27 13:09:55.445934
Item Tax Template,Accounts,0,0,0,0,,,title,,creation,DESC,0,1,0,1,0,,1,1,0,0,0,1,0,2024-03-27 13:09:55.573483
Item Tax Template Detail,Accounts,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:09:55.735360
Item Variant,Stock,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,0,0,0,0,0,0,2024-03-27 13:09:55.854357
Item Variant Attribute,Stock,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,0,0,0,0,0,0,2024-11-26 20:10:49.873339
Item Variant Settings,Stock,0,1,0,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2026-01-02 18:18:23.005859
Item Website Specification,Stock,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,0,0,0,0,0,0,2024-03-27 13:09:56.223492
Item Wise Tax Detail,Accounts,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,0,0,0,0,0,0,0,2025-09-26 15:54:19.750714
Job Card,Manufacturing,0,0,0,1,naming_series:,"By ""Naming Series"" field",operation,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2025-12-22 14:20:07.817118
Job Card Item,Manufacturing,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2025-12-04 14:30:19.472294
Job Card Operation,Manufacturing,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2025-08-20 21:44:43.941434
Job Card Scheduled Time,Manufacturing,0,0,1,0,,,,,creation,DESC,0,1,0,0,0,,1,0,0,0,0,0,0,2024-03-27 13:09:57.211836
Job Card Scrap Item,Manufacturing,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2025-07-29 13:09:57.323835
Job Card Time Log,Manufacturing,0,0,1,0,,,,,creation,ASC,1,0,0,0,0,,1,1,0,0,0,0,0,2025-12-13 14:27:46.788056
Journal Entry,Accounts,0,0,0,1,naming_series:,"By ""Naming Series"" field",title,"voucher_type,posting_date, due_date, cheque_no",creation,DESC,0,0,0,1,0,,0,1,0,0,0,0,0,2026-02-03 14:40:39.944524
Journal Entry Account,Accounts,0,0,1,0,hash,Random,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2025-11-27 12:23:33.157655
Journal Entry Template,Accounts,0,0,0,0,field:template_title,,template_title,"voucher_type, company",creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:09:58.814734
Journal Entry Template Account,Accounts,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2026-01-09 13:16:27.615083
Kanban Board,Desk,0,0,0,0,field:kanban_board_name,By fieldname,,,creation,DESC,0,1,0,0,0,,1,1,1,0,0,0,0,2024-03-23 16:03:28.240133
Kanban Board Column,Desk,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-23 16:03:28.384170
Landed Cost Item,Stock,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,0,0,0,0,0,0,2025-11-12 18:12:47.107898
Landed Cost Purchase Receipt,Stock,0,0,1,0,,,,,creation,ASC,0,0,0,0,0,,1,0,0,0,0,0,0,2025-06-11 08:53:11.869853
Landed Cost Taxes and Charges,Stock,0,0,1,0,,,,,creation,DESC,0,0,0,0,0,,1,0,0,0,0,0,0,2025-07-16 15:27:59.175530
Landed Cost Vendor Invoice,Stock,0,0,1,0,,,,,creation,DESC,0,1,0,0,0,,1,0,0,0,0,0,0,2025-07-30 23:15:43.737772
Landed Cost Voucher,Stock,0,0,0,1,naming_series:,"By ""Naming Series"" field",,,creation,DESC,0,0,0,0,0,,0,0,0,0,0,1,0,2025-08-27 00:41:53.537375
Language,Core,0,0,0,0,field:language_code,By fieldname,language_name,language_name,creation,DESC,0,0,0,0,0,,0,1,0,1,0,0,0,2024-07-21 08:25:25.130166
LDAP Group Mapping,Integrations,0,0,1,0,,,,,creation,ASC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-23 16:03:28.603657
LDAP Settings,Integrations,0,1,0,0,,,,,creation,DESC,0,0,0,0,0,,1,1,1,1,0,0,0,2024-03-23 16:03:28.700269
Lead,CRM,0,0,0,0,naming_series:,"By ""Naming Series"" field",title,"lead_name,lead_owner,status",creation,DESC,0,1,0,1,0,,0,0,0,0,0,1,0,2025-06-26 11:02:01.158901
Ledger Health,Accounts,0,0,0,0,autoincrement,Autoincrement,,,modified,DESC,0,0,0,0,0,,0,0,1,1,0,0,0,2024-04-09 11:16:07.044484
Ledger Health Monitor,Accounts,0,1,0,0,,,,,modified,DESC,0,1,0,0,0,,0,1,0,0,0,0,0,2024-03-27 10:14:16.511681
Ledger Health Monitor Company,Accounts,0,0,1,0,,,,,modified,DESC,0,1,0,0,0,,1,0,0,0,0,0,0,2024-03-27 10:06:22.806155
Ledger Merge,Accounts,0,0,0,0,format:{account_name} merger on {creation},Expression,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:10:02.198009
Ledger Merge Accounts,Accounts,0,0,1,0,,,,,creation,DESC,0,1,0,0,0,,1,0,0,0,0,0,0,2024-03-27 13:10:02.352067
Letter Head,Printing,0,0,0,0,field:letter_head_name,By fieldname,,,creation,DESC,0,1,0,0,0,,0,1,0,0,0,0,0,2024-04-12 10:30:25.793932
Linked Location,Assets,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2026-02-22 16:03:42.113322
List Filter,Desk,0,0,0,0,,,,,creation,DESC,0,0,0,0,0,,1,0,1,1,0,0,0,2024-03-23 16:03:29.075357
List View Settings,Desk,0,0,0,0,Prompt,Set by user,,,creation,DESC,0,0,0,0,0,,1,1,1,0,0,0,0,2025-12-12 14:26:20.920434
Location,Assets,0,0,0,0,field:location_name,By fieldname,,,creation,DESC,1,1,0,1,0,,1,1,0,0,1,1,0,2025-04-29 13:53:13.488906
Log Setting User,Core,0,0,1,0,field:user,,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-23 16:03:29.303855
Log Settings,Core,0,1,0,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-23 16:03:29.392292
Logs To Clear,Core,0,0,1,0,hash,,,,creation,DESC,0,0,0,0,0,,1,0,0,0,0,0,0,2024-03-23 16:03:29.489001
Lost Reason Detail,CRM,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:10:02.759568
Lot,YAM Agri Core,1,0,0,0,,,,,creation,DESC,0,0,0,0,0,,0,0,0,0,0,0,0,2026-02-22 16:03:42.509024
Lot Transformation,Yam Agri Qms Trace,1,0,0,0,XFORM-.YYYY.-.#####,Expression,,,creation,DESC,0,0,0,1,0,,0,1,0,0,0,0,0,2026-02-22 08:45:33.573322
Lot Transformation Line,Yam Agri Qms Trace,1,0,1,0,,,,,creation,DESC,0,1,0,0,0,,1,0,0,0,0,0,0,2026-02-22 08:25:13.659154
Lower Deduction Certificate,Regional,0,0,0,0,field:certificate_no,By fieldname,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-04-18 15:25:25.808355
Loyalty Point Entry,Accounts,0,0,0,0,,,customer,,creation,DESC,1,0,0,0,0,,1,1,0,1,0,0,0,2024-07-01 08:51:13.927009
Loyalty Point Entry Redemption,Accounts,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:10:03.240439
Loyalty Program,Accounts,0,0,0,0,field:loyalty_program_name,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:10:03.361383
Loyalty Program Collection,Accounts,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,0,1,0,0,0,0,0,2024-09-06 09:26:03.323912
Maintenance Schedule,Maintenance,0,0,0,1,naming_series:,"By ""Naming Series"" field",,"status,customer,customer_name",creation,DESC,0,0,0,0,0,,0,0,0,0,0,0,0,2024-03-27 13:10:03.659952
Maintenance Schedule Detail,Maintenance,0,0,1,0,hash,Random,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:10:03.867515
Maintenance Schedule Item,Maintenance,0,0,1,0,hash,Random,,,creation,DESC,0,0,0,0,0,,1,0,0,0,0,0,0,2024-03-27 13:10:03.992727
Maintenance Team Member,Assets,0,0,1,0,field:team_member,,,,creation,DESC,1,0,0,0,0,,1,0,0,0,0,0,0,2024-03-27 13:10:04.127108
Maintenance Visit,Maintenance,0,0,0,1,naming_series:,"By ""Naming Series"" field",customer_name,"status,maintenance_type,customer,customer_name,mntc_date,company",creation,DESC,0,0,0,0,0,,0,0,0,0,0,1,0,2024-03-27 13:10:04.257508
Maintenance Visit Purpose,Maintenance,0,0,1,0,hash,Random,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2024-03-27 13:10:04.435746
Manufacturer,Stock,0,0,0,0,field:short_name,,short_name,"short_name, full_name",creation,DESC,0,1,0,1,0,,0,0,0,0,0,1,0,2024-03-27 13:10:04.558108
Manufacturing Settings,Manufacturing,0,1,0,0,,,,,creation,DESC,0,0,0,0,0,,0,1,0,0,0,0,0,2026-01-02 18:18:05.759229
Market Segment,CRM,0,0,0,0,field:market_segment,By fieldname,,,creation,DESC,1,1,0,0,0,,1,1,0,0,0,0,0,2025-12-17 12:09:34.687368
Master Production Schedule,Manufacturing,0,0,0,0,naming_series:,"By ""Naming Series"" field",,,creation,DESC,0,1,0,0,0,,0,0,0,0,0,0,0,2025-11-13 19:15:36.090622
Master Production Schedule Item,Manufacturing,0,0,1,0,,,,,creation,DESC,0,1,0,0,0,,1,0,0,0,0,0,0,2025-09-02 19:41:27.167095
Material Request,Stock,0,0,0,1,naming_series:,"By ""Naming Series"" field",title,"status,transaction_date",creation,DESC,1,0,0,1,0,,0,0,0,0,0,1,0,2026-01-21 12:48:40.792323
Material Request Item,Stock,0,0,1,0,hash,Random,,,creation,DESC,0,0,0,0,0,,1,1,0,0,0,0,0,2026-01-06 20:47:27.317226
Material Request Plan Item,Manufacturing,0,0,1,0,,,,,creation,DESC,1,0,0,0,0,,1,1,0,0,0,0,0,2025-10-30 17:01:25.996352
